"ISBN","User-ID","Book-Rating","Book-Title","Book-Author","Year-Of-Publication"
"0139447865",88733,9,"Walk in balance: The path to healthy, happy, harmonious living","Sun Bear",1989
"013945585X",181077,9,"Understanding movies","Louis D Giannetti",1990
"013945585X",234828,0,"Understanding movies","Louis D Giannetti",1990
"0139460217",25311,0,"Frozen Leopard: Hunting My Dark Heart in Africa (Destinations)","Aaron Latham",1991
"0139471286",75591,8,"Webster's New World Best Book of Aphorisms","Auriel Douglas",1989
"013947482X",233917,7,"Webster's New World Encyclopedia","Prentice-Hall",1992
"0139482091",84902,6,"The Vest-Pocket Ceo: Decision-Making Tools for Executives","Alexander Hiam",1991
"0139483993",4547,9,"Understanding the Old Testament (Abridged 4th Edition)","Bernhard W Anderson",1997
"013948647X",93085,8,"WALL STREET JOURNAL GUIDE UNDERSTANDING PERSONAL FIN (Wall Street Journal Guide to Understanding Personal Finance)","Kenneth M Morris",1992
"013948647X",255218,9,"WALL STREET JOURNAL GUIDE UNDERSTANDING PERSONAL FIN (Wall Street Journal Guide to Understanding Personal Finance)","Kenneth M Morris",1992
"013949801X",153662,9,"Webster's New World Compact School and Office Dictionary","Webster's",1989
"013949801X",242962,0,"Webster's New World Compact School and Office Dictionary","Webster's",1989
"0139498435",41842,5,"Unix System Architecture","Prabhat K. Andleigh",1989
"0139498435",195079,0,"Unix System Architecture","Prabhat K. Andleigh",1989
"0139513108",113983,0,"User's Reference Manual/System Administrator's Reference Manual (Commands a-L for Intel Processors : Unix System V Release 4)","UNIX System Laboratories",1992
"0139513280",113983,0,"User's Reference Manual/System Administrator's Reference Manual (Commands M-Z for Intel Processors : Unix System V Release 4)","UNIX System Laboratories",1991
"0139514848",168047,8,"Understanding Psychology","Charles G. Morris",1992
"0139517812",232579,0,"A Weekend in the Country: Seasonal Recipes and Ideas for Relaxed Entertaining","Sally Anne. Scott",1991
"0139536132",238961,0,"Webster's New World French Dictionary: French/English English/French","Beryl T.  Atkins",1992
"0139536477",242083,10,"Webster's New World Spanish Dictionary: Spanish/English English/Spanish","Mike  Gonzalez",1992
"0139537953",95010,0,"Understanding Movies","Louis Giannetti",1993
"0139564004",239415,5,"Strategies for Successful Writing: A Rhetoric, Research Guide, Reader, and Handbook","James A. Reinking",1998
"0139570772",236959,8,"Where the Ghosts Are","Hans Holzer",1984
"0139584218",11676,5,"Who's Who in Canadian Sport","Bob, Ferguson",1980
"0139584218",22884,0,"Who's Who in Canadian Sport","Bob, Ferguson",1980
"0139586032",44089,8,"Why Didn't I Think of That?: From Alarm Clocks to Zippers","Webb B. Garrison",1977
"0139595600",137688,8,"Wild Britain: A Traveler's and Naturalist's Guide","Douglas Botting",1989
"0139604448",237299,0,"Windows and Mirrors Short Stories","Chapman",1986
"0139606750",193492,0,"Willpower: Finding the Strength","Lisa Stephens",1991
"0139615326",116122,0,"Wisdom of the Mystic Masters","Joseph J. Weed",1971
"0139615571",245827,0,"A witch's grimoire of ancient omens, portents, talismans, amulets, and charms","Gavin Frost",1999
"0139617159",60277,0,"Dear Wit: Letters from the World's Wits","H. Jack Lang",1990
"0139617159",94347,0,"Dear Wit: Letters from the World's Wits","H. Jack Lang",1990
"0139617159",153662,8,"Dear Wit: Letters from the World's Wits","H. Jack Lang",1990
"0139617159",164675,0,"Dear Wit: Letters from the World's Wits","H. Jack Lang",1990
"0139622837",76102,0,"Women in Literature: Life Stages Through Stories, Poems, and Plays","Sandra Eagleton",1988
"0139624244",36836,0,"Women and World Religions, Second Edition","Denise Carmody",1988
"0139624244",98356,7,"Women and World Religions, Second Edition","Denise Carmody",1988
"0139631097",274308,0,"The money manual, 1991","Peter Passell",1991
"0139634479",2276,6,"The Word Processing Handbook","Russell Allen. Stultz",1981
"0139638857",163971,5,"World History Patterns of Civilization","Not Applicable (Na )",1993
"0139649581",120598,5,"WINNING OFFICE POLITICS: DUBRINS GD FOR 90S","Andrew J. DuBrin",1990
"0139692053",69493,9,"The Working Woman's Guide to Managing Stress","J. Robin Powell",1994
"0139703683",232131,0,"Writing With Style: Conversations on the Art of Writing","John R., Trimble",1975
"0139703683",263163,0,"Writing With Style: Conversations on the Art of Writing","John R., Trimble",1975
"0139705821",11601,10,"Writing themes about literature","Edgar V Roberts",1977
"0139705821",142674,0,"Writing themes about literature","Edgar V Roberts",1977
"0139710604",142024,6,"Writing Themes About Literature","Edgar V. Roberts",1991
"0139715150",140775,0,"Wunnerful, Wunnerful; The Autobiography of Lawrence Welk","Lawrence Welk",1971
"0139718796",60319,0,"Yankee Doodle","R. Shackburg",1977
"0139724567",72992,0,"Yield Curve Analysis: The Fundamentals of Risk and Return","Livingston G. Douglas",1988
"0139738436",119178,0,"Internetworking with TCP/IP Vol. II: ANSI C Version: Design, Implementation, and Internals (3rd Edition)","Douglas E. Comer",1998
"0139738436",196108,0,"Internetworking with TCP/IP Vol. II: ANSI C Version: Design, Implementation, and Internals (3rd Edition)","Douglas E. Comer",1998
"0139752854",195085,0,"Electronic Commerce: A Managerial Perspective","Efraim Turban",1999
"013975525X",23768,0,"Miracle Healing Herbs","John Heinerman",1998
"0139771816",94923,0,"You're never too young","Lawrence Welk",1981
"0139783121",11676,0,"Your energy-efficient home: Improvements to save utility dollars (A Spectrum book ; S-547)","Floyd Hickok",1979
"0139783121",127200,0,"Your energy-efficient home: Improvements to save utility dollars (A Spectrum book ; S-547)","Floyd Hickok",1979
"0139797661",153662,8,"Webster's New World Dictionary of American English","Victoria Neufeldt",1991
"0139798099",116122,0,"Thinking in C++, Volume 1: Introduction to Standard C++ (2nd Edition)","Bruce Eckel",2000
"0139839909",32955,0,"Zolar's Compendium of Occult Theories and Practices","Zolar",1987
"0139840060",88412,0,"Zolar's Encyclopedia of Omens, Signs and Superstitions","Zolar",1989
"0139840893",32955,0,"Zolar's Encyclopedia of Ancient and Forbidden Knowledge","Zolar",1984
"0139841709",83761,0,"Zolar's Book of Astrology: Dreams, Numbers and Lucky Days","Zolar",1990
"0139841709",161407,0,"Zolar's Book of Astrology: Dreams, Numbers and Lucky Days","Zolar",1990
"0139841709",225996,7,"Zolar's Book of Astrology: Dreams, Numbers and Lucky Days","Zolar",1990
"0139841709",242465,10,"Zolar's Book of Astrology: Dreams, Numbers and Lucky Days","Zolar",1990
"0139841709",267061,0,"Zolar's Book of Astrology: Dreams, Numbers and Lucky Days","Zolar",1990
"0139995668",69697,0,"Out of Many: A History of the American People to 1877 : Documents Set","John MacK Faragher",1999
"014000033X",60277,0,"Anna of the Five Towns (Modern Classics S.)","Arnold Bennett",1970
"014000033X",158172,0,"Anna of the Five Towns (Modern Classics S.)","Arnold Bennett",1970
"0140000496",74669,0,"The Jungle (Modern Classics S.)","Upton Sinclair",1965
"0140001115",42315,0,"The Hound of the Baskervilles (Sherlock Holmes)","Sir Arthur Conan Doyle",1981
"0140001115",98921,8,"The Hound of the Baskervilles (Sherlock Holmes)","Sir Arthur Conan Doyle",1981
"0140001115",166596,0,"The Hound of the Baskervilles (Sherlock Holmes)","Sir Arthur Conan Doyle",1981
"0140001115",181645,0,"The Hound of the Baskervilles (Sherlock Holmes)","Sir Arthur Conan Doyle",1981
"0140001115",228021,8,"The Hound of the Baskervilles (Sherlock Holmes)","Sir Arthur Conan Doyle",1981
"0140001409",7970,7,"Cold Comfort Farm","Stella Gibbons",1977
"0140001409",60277,0,"Cold Comfort Farm","Stella Gibbons",1977
"0140001409",69252,8,"Cold Comfort Farm","Stella Gibbons",1977
"0140001409",131099,10,"Cold Comfort Farm","Stella Gibbons",1977
"0140001409",149907,0,"Cold Comfort Farm","Stella Gibbons",1977
"0140001409",149908,0,"Cold Comfort Farm","Stella Gibbons",1977
"0140001409",167521,8,"Cold Comfort Farm","Stella Gibbons",1977
"0140001409",194646,7,"Cold Comfort Farm","Stella Gibbons",1977
"0140001409",195116,7,"Cold Comfort Farm","Stella Gibbons",1977
"0140001409",207698,10,"Cold Comfort Farm","Stella Gibbons",1977
"0140001409",231263,0,"Cold Comfort Farm","Stella Gibbons",1977
"014000176X",60277,0,"The Grand Babylon Hotel (Modern Classics S.)","Arnold Bennett",1972
"0140003185",277378,0,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",12965,0,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",23902,8,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",51569,8,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",57612,0,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",59616,0,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",61619,0,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",65665,8,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",82192,0,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",90285,8,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",93092,0,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",94106,9,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",106251,8,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",110746,0,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",138132,9,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",153238,10,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",172749,8,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",214717,8,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",217910,0,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",221663,8,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",252454,9,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",261037,8,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003185",270713,10,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54","Robert Graves",1978
"0140003916",261105,0,"Futility: A novel on Russian themes (Penguin modern classics)","William Alexander Gerhardie",1974
"0140004211",23902,0,"Claudius the god and his wife Messalina: The troublesome reign of Tiberius Claudius Caesar, Emperor of the Romans (born 10 B.C., died A.D. 54), as described by himself, also his murder at the hands of the notorious Agrippina (mother of the Emperor Nero) a","Robert Graves",1976
"0140004211",56271,7,"Claudius the god and his wife Messalina: The troublesome reign of Tiberius Claudius Caesar, Emperor of the Romans (born 10 B.C., died A.D. 54), as described by himself, also his murder at the hands of the notorious Agrippina (mother of the Emperor Nero) a","Robert Graves",1976
"0140004211",57612,0,"Claudius the god and his wife Messalina: The troublesome reign of Tiberius Claudius Caesar, Emperor of the Romans (born 10 B.C., died A.D. 54), as described by himself, also his murder at the hands of the notorious Agrippina (mother of the Emperor Nero) a","Robert Graves",1976
"0140004211",232131,0,"Claudius the god and his wife Messalina: The troublesome reign of Tiberius Claudius Caesar, Emperor of the Romans (born 10 B.C., died A.D. 54), as described by himself, also his murder at the hands of the notorious Agrippina (mother of the Emperor Nero) a","Robert Graves",1976
"0140004211",252454,9,"Claudius the god and his wife Messalina: The troublesome reign of Tiberius Claudius Caesar, Emperor of the Romans (born 10 B.C., died A.D. 54), as described by himself, also his murder at the hands of the notorious Agrippina (mother of the Emperor Nero) a","Robert Graves",1976
"0140004211",261037,0,"Claudius the god and his wife Messalina: The troublesome reign of Tiberius Claudius Caesar, Emperor of the Romans (born 10 B.C., died A.D. 54), as described by himself, also his murder at the hands of the notorious Agrippina (mother of the Emperor Nero) a","Robert Graves",1976
"0140004211",270713,10,"Claudius the god and his wife Messalina: The troublesome reign of Tiberius Claudius Caesar, Emperor of the Romans (born 10 B.C., died A.D. 54), as described by himself, also his murder at the hands of the notorious Agrippina (mother of the Emperor Nero) a","Robert Graves",1976
"0140004424",1485,9,"Brighton Rock","Graham Greene",1970
"0140004424",46703,8,"Brighton Rock","Graham Greene",1970
"0140004424",62303,9,"Brighton Rock","Graham Greene",1970
"0140004424",74029,8,"Brighton Rock","Graham Greene",1970
"0140004424",81088,0,"Brighton Rock","Graham Greene",1970
"0140004424",86243,0,"Brighton Rock","Graham Greene",1970
"0140004424",100822,0,"Brighton Rock","Graham Greene",1970
"0140004424",135681,0,"Brighton Rock","Graham Greene",1970
"0140004424",149908,0,"Brighton Rock","Graham Greene",1970
"0140004424",177688,0,"Brighton Rock","Graham Greene",1970
