"ISBN","Book-Title","Book-Author","Year-Of-Publication","Publisher","Image-URL-S","Image-URL-M","Image-URL-L"
"0449239047","Plague Dogs","Richard Adams",1981,"Ballantine Books","http://images.amazon.com/images/P/0449239047.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449239047.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449239047.01.LZZZZZZZ.jpg"
"0515119520","Come to Grief","Dick Francis",1996,"Jove Books","http://images.amazon.com/images/P/0515119520.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0515119520.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0515119520.01.LZZZZZZZ.jpg"
"0553345745","Good-Bye to Guilt: Releasing Fear Through Forgiveness","Gerald G. Jampolsky",1985,"Bantam","http://images.amazon.com/images/P/0553345745.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553345745.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553345745.01.LZZZZZZZ.jpg"
"0380008971","Whose Body?","Dorothy L Sayers",0,"Avon Books","http://images.amazon.com/images/P/0380008971.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380008971.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380008971.01.LZZZZZZZ.jpg"
"0916392392","What you think of me is none of my business","Terry Cole-Whittaker",1979,"Oak Tree Publications","http://images.amazon.com/images/P/0916392392.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0916392392.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0916392392.01.LZZZZZZZ.jpg"
"0449205452","American Way of Death","Jessica Mitford",1983,"Ballantine Books","http://images.amazon.com/images/P/0449205452.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449205452.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449205452.01.LZZZZZZZ.jpg"
"093033003X","Lady Molly of Scotland Yard","Emmuska Orczy",1981,"Independent Pub Group","http://images.amazon.com/images/P/093033003X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/093033003X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/093033003X.01.LZZZZZZZ.jpg"
"0394724550","Gift from the sea","Anne Morrow Lindbergh",1978,"Vintage Books","http://images.amazon.com/images/P/0394724550.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0394724550.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0394724550.01.LZZZZZZZ.jpg"
"0394562720","The Making of The African Queen","Katharine Hepburn",1987,"Random House Inc","http://images.amazon.com/images/P/0394562720.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0394562720.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0394562720.01.LZZZZZZZ.jpg"
"0684847515","MISS PYM DISPOSES","Josephine Tey",1998,"Touchstone","http://images.amazon.com/images/P/0684847515.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0684847515.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0684847515.01.LZZZZZZZ.jpg"
"0140063315","Rumpole and the Golden Thread","John Mortimer",1983,"Penguin Books Ltd","http://images.amazon.com/images/P/0140063315.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0140063315.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0140063315.01.LZZZZZZZ.jpg"
"034529873X","Moreta: Dragonlady of Pern","Anne McCaffrey",1991,"Del Rey Books","http://images.amazon.com/images/P/034529873X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/034529873X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/034529873X.01.LZZZZZZZ.jpg"
"0061043494","Gaudy Night","Dorothy L. Sayers",1995,"HarperTorch","http://images.amazon.com/images/P/0061043494.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0061043494.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0061043494.01.LZZZZZZZ.jpg"
"0345370767","All the Crazy Winters","Deborah Adams",1992,"Fawcett Books","http://images.amazon.com/images/P/0345370767.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345370767.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345370767.01.LZZZZZZZ.jpg"
"0590763563","Michelle Kwan Autobiography","Michelle Kwan",1998,"Scholastic","http://images.amazon.com/images/P/0590763563.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0590763563.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0590763563.01.LZZZZZZZ.jpg"
"0061099813","When You Look Like Your Passport Photo, It's Time to Go Home","Erma Bombeck",1992,"HarperTorch","http://images.amazon.com/images/P/0061099813.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0061099813.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0061099813.01.LZZZZZZZ.jpg"
"1575665670","The Haunted Lady","Mary Roberts Rinehart",2000,"Kensington Publishing Corporation","http://images.amazon.com/images/P/1575665670.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1575665670.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1575665670.01.LZZZZZZZ.jpg"
"0679742298","The Talented Mr. Ripley (Vintage Crime/Black Lizard)","Patricia Highsmith",1992,"Vintage Books USA","http://images.amazon.com/images/P/0679742298.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0679742298.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0679742298.01.LZZZZZZZ.jpg"
"038080722X","April Fool Dead : A Death on Demand Mystery (Death on Demand Mysteries (Paperback))","Carolyn Hart",2003,"Avon","http://images.amazon.com/images/P/038080722X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/038080722X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/038080722X.01.LZZZZZZZ.jpg"
"0802733670","To Perish in Penzance (Dorothy Martin Mysteries (Hardcover))","Jeanne M. Dams",2001,"Walker &amp; Company","http://images.amazon.com/images/P/0802733670.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0802733670.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0802733670.01.LZZZZZZZ.jpg"
"0307103803","Walt Disney's Bambi","Walt Disney",1986,"Random House Childrens Books","http://images.amazon.com/images/P/0307103803.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0307103803.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0307103803.01.LZZZZZZZ.jpg"
"0345343247","The Murder at the Murder at the Mimosa Inn (Claire Malloy Mysteries (Paperback))","Joan Hess",1993,"Fawcett Books","http://images.amazon.com/images/P/0345343247.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345343247.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345343247.01.LZZZZZZZ.jpg"
"0345327772","Killing Orders","Sara Paretsky",1986,"Ballantine Books","http://images.amazon.com/images/P/0345327772.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345327772.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345327772.01.LZZZZZZZ.jpg"
"1557734534","Adjusted to Death","Jacqueline Girdner",1991,"Diamond/Charter","http://images.amazon.com/images/P/1557734534.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1557734534.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1557734534.01.LZZZZZZZ.jpg"
"0515060712","Killer Dolphin","Ngaio Marsh",1981,"Jove Books","http://images.amazon.com/images/P/0515060712.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0515060712.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0515060712.01.LZZZZZZZ.jpg"
"0345300785","Enchanters' End Game (The Belgariad, Book 5)","David Eddings",1984,"Ballantine Books","http://images.amazon.com/images/P/0345300785.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345300785.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345300785.01.LZZZZZZZ.jpg"
"0345300793","Queen of Sorcery (Eddings, David. , the Belgariad, Bk. 2.)","David Eddings",1982,"Ballantine Books","http://images.amazon.com/images/P/0345300793.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345300793.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345300793.01.LZZZZZZZ.jpg"
"0446602744","The Rules(TM) : Time-Tested Secrets for Capturing the Heart of Mr. Right","Ellen Fein",1996,"Warner Books","http://images.amazon.com/images/P/0446602744.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0446602744.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0446602744.01.LZZZZZZZ.jpg"
"1853262005","Crime and Punishment (Wordsworth Classics)","Fyodor Dostoevsky",1997,"NTC/Contemporary Publishing Company","http://images.amazon.com/images/P/1853262005.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1853262005.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1853262005.01.LZZZZZZZ.jpg"
"0312960743","Revenge Of The Barbeque Queens : At The Barbeque World Series, More Than Ribs Will Be Swimming In Sauce (A Heaven Lee Culinary Mystery)","Lou Jane Temple",1997,"St. Martin's Paperbacks","http://images.amazon.com/images/P/0312960743.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0312960743.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0312960743.01.LZZZZZZZ.jpg"
"0786881623","Moving Violations : War Zones, Wheelchairs, and Declarations of Independence","John Hockenberry",1996,"Hyperion","http://images.amazon.com/images/P/0786881623.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0786881623.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0786881623.01.LZZZZZZZ.jpg"
"0881763004","Selecting and Caring for Your Cat","Author",0,"Publications International Ltd","http://images.amazon.com/images/P/0881763004.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0881763004.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0881763004.01.LZZZZZZZ.jpg"
"0671730509","MYSTERY OF THE JADE TIGER (NANCY DREW 104) : MYSTERY OF THE JADE TIGER","Carolyn Keene",1991,"Aladdin","http://images.amazon.com/images/P/0671730509.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671730509.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671730509.01.LZZZZZZZ.jpg"
"0671730541","SECRET OF THE TIBETAN TREASURE (NANCY DREW 108) : SECRET OF THE TIBETAN TREASURE (NANCY DREW ON CAMPUS)","Carolyn Keene",1992,"Aladdin","http://images.amazon.com/images/P/0671730541.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671730541.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671730541.01.LZZZZZZZ.jpg"
"0449205320","To Dream of Love","Marion Chesney",1986,"Fawcett Books","http://images.amazon.com/images/P/0449205320.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449205320.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449205320.01.LZZZZZZZ.jpg"
"1575663740","A Pedigree to Die for","Laurien Berenson",1998,"Kensington Mass Market","http://images.amazon.com/images/P/1575663740.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1575663740.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1575663740.01.LZZZZZZZ.jpg"
"0595217354","The End of Work As We Know It","Nadine Mockler",2002,"Writers Club Press","http://images.amazon.com/images/P/0595217354.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0595217354.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0595217354.01.LZZZZZZZ.jpg"
"0396036619","Good Morning, Miss Dove","Frances Gray Patton",1954,"Dodd Mead","http://images.amazon.com/images/P/0396036619.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0396036619.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0396036619.01.LZZZZZZZ.jpg"
"0345377443","Women Who Run with the Wolves","CLARISSA PINKOLA PHD ESTES",2003,"Ballantine Books","http://images.amazon.com/images/P/0345377443.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345377443.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345377443.01.LZZZZZZZ.jpg"
"0449209377","Aunt Erma's Cope Book","Erma Bombeck",1985,"Fawcett Books","http://images.amazon.com/images/P/0449209377.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449209377.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449209377.01.LZZZZZZZ.jpg"
"0816704589","Scarlet Pimpernel (Complete and Unabridged Classics)","Emmuska, Baroness Orczy",1985,"Troll Communications","http://images.amazon.com/images/P/0816704589.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0816704589.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0816704589.01.LZZZZZZZ.jpg"
"0448095025","The Hidden Staircase (Nancy Drew Mystery Stories, No 2)","Carolyn Keene",1991,"Grosset &amp; Dunlap","http://images.amazon.com/images/P/0448095025.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0448095025.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0448095025.01.LZZZZZZZ.jpg"
"0448095033","The Bungalow Mystery (Nancy Drew Mystery Stories, No 3)","Carolyn Keene",1991,"Grosset &amp; Dunlap","http://images.amazon.com/images/P/0448095033.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0448095033.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0448095033.01.LZZZZZZZ.jpg"
"0448095068","The Secret of Red Gate Farm (Nancy Drew Mystery Stories, No 6)","Carolyn Keene",1961,"Grosset &amp; Dunlap","http://images.amazon.com/images/P/0448095068.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0448095068.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0448095068.01.LZZZZZZZ.jpg"
"044809519X","The Quest of the Missing Map (Nancy Drew (Hardcover))","Carolyn Keene",1969,"Grosset &amp; Dunlap","http://images.amazon.com/images/P/044809519X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/044809519X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/044809519X.01.LZZZZZZZ.jpg"
"0448095238","Mystery of the Tolling Bell (Nancy Drew Mystery Stories, No 23)","Carolyn Keene",1973,"Grosset &amp; Dunlap","http://images.amazon.com/images/P/0448095238.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0448095238.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0448095238.01.LZZZZZZZ.jpg"
"0448095246","The Clue in the Old Album (Nancy Drew Mystery Stories, No 24)","Carolyn Keene",1947,"Grosset &amp; Dunlap","http://images.amazon.com/images/P/0448095246.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0448095246.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0448095246.01.LZZZZZZZ.jpg"
"044809522X","The Clue in the Crumbling Wall (Nancy Drew Mystery Stories, No 22)","Carolyn Keene",1945,"Grosset &amp; Dunlap","http://images.amazon.com/images/P/044809522X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/044809522X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/044809522X.01.LZZZZZZZ.jpg"
"1576736792","Lord Foulgrin's Letters","Randy Alcorn",2000,"Multnomah","http://images.amazon.com/images/P/1576736792.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1576736792.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1576736792.01.LZZZZZZZ.jpg"
"0553210416","The Aeneid of Virgil (Bantam Classics)","ALLEN MANDELBAUM",1981,"Bantam","http://images.amazon.com/images/P/0553210416.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553210416.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553210416.01.LZZZZZZZ.jpg"
"0671223666","HOW DID I GET TO BE 40 &amp; OTHER ATROCITIES","Judith Viorst",1976,"Simon &amp; Schuster","http://images.amazon.com/images/P/0671223666.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671223666.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671223666.01.LZZZZZZZ.jpg"
"0590494481","Piano Lessons Can Be Murder (Goosebumps, No 13)","R. L. Stine",1995,"Scholastic","http://images.amazon.com/images/P/0590494481.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0590494481.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0590494481.01.LZZZZZZZ.jpg"
"156987025X","My First Book of Opposites","Diane Stortz",1993,"Landoll","http://images.amazon.com/images/P/156987025X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/156987025X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/156987025X.01.LZZZZZZZ.jpg"
"0380793660","Murder Gets a Life: : A Southern Sisters Mystery (Southern Sisters Mysteries (Paperback))","Anne George",1999,"Avon","http://images.amazon.com/images/P/0380793660.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380793660.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380793660.01.LZZZZZZZ.jpg"
"0553291955","The Thin Woman","Dorothy Cannell",1992,"Crimeline","http://images.amazon.com/images/P/0553291955.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553291955.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553291955.01.LZZZZZZZ.jpg"
"0806519339","Beyond Mulder and Scully: The Mysterious Characters of \""the X-Files\""","Andy Mangels",1997,"Citadel Press","http://images.amazon.com/images/P/0806519339.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0806519339.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0806519339.01.LZZZZZZZ.jpg"
"0761504370","Perimenopause Preparing for the Change: A Guide to the Early Stages of Menopause and Beyond","Nancy Lee Teaff",1996,"Prima Lifestyles","http://images.amazon.com/images/P/0761504370.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0761504370.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0761504370.01.LZZZZZZZ.jpg"
"0393048136","The New New Thing : A Silicon Valley Story","Michael Lewis",1999,"W.W. Norton &amp; Company","http://images.amazon.com/images/P/0393048136.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0393048136.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0393048136.01.LZZZZZZZ.jpg"
"0440459516","The Not-Just-Anybody Family","Betsy Byars",1987,"Yearling Books","http://images.amazon.com/images/P/0440459516.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440459516.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440459516.01.LZZZZZZZ.jpg"
"0590687247","Romana Quimby, Age 8","Beverly Cleary",1981,"Scholastic Inc.","http://images.amazon.com/images/P/0590687247.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0590687247.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0590687247.01.LZZZZZZZ.jpg"
"0449149560","Mrs. Pollifax Pursued (Mrs. Pollifax Mysteries (Paperback))","Dorothy Gilman",1996,"Fawcett Books","http://images.amazon.com/images/P/0449149560.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449149560.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449149560.01.LZZZZZZZ.jpg"
"0553156756","The Great Mom Swap","Betsy Haynes",1994,"Skylark Books","http://images.amazon.com/images/P/0553156756.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553156756.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553156756.01.LZZZZZZZ.jpg"
"0812536339","Mysteries of the Mind and the Senses (Strange Unsolved Mysteries, No 8)","Phyllis Raybin Emert",1995,"Tor Books","http://images.amazon.com/images/P/0812536339.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0812536339.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0812536339.01.LZZZZZZZ.jpg"
"0448095211","The Secret in the Old Attic (Nancy Drew Mystery Stories, No 21)","Carolyn Keene",1970,"Grosset &amp; Dunlap","http://images.amazon.com/images/P/0448095211.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0448095211.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0448095211.01.LZZZZZZZ.jpg"
"0448095203","The Clue in the Jewel Box (Nancy Drew Mystery Stories, No 20)","Carolyn Keene",1943,"Grosset &amp; Dunlap","http://images.amazon.com/images/P/0448095203.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0448095203.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0448095203.01.LZZZZZZZ.jpg"
"0380801493","Murder Shoots the Bull : A Southern Sisters Mystery (Southern Sisters Mysteries (Paperback))","Anne George",2000,"Avon","http://images.amazon.com/images/P/0380801493.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380801493.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380801493.01.LZZZZZZZ.jpg"
"0671722182","A CLEAR CASE OF MURDER","Warwick Downing",1990,"Pocket","http://images.amazon.com/images/P/0671722182.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671722182.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671722182.01.LZZZZZZZ.jpg"
